customerID,Contract,PaperlessBilling,PaymentMethod,tenure_group,MonthlyChargeBand,TotalChargeBand,contract_key
2931-SVLTV,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q4,4307
6899-PPEEA,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4308
7504-UWHNB,Month-to-month,No,Electronic check,25-48 Months,Medium,Q3,4309
2582-FFFZR,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4310
8908-NMQTX,Two year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q4,4311
2187-LZGPL,Month-to-month,Yes,Credit card (automatic),0-12 Months,Medium,Q1,4312
1431-AIDJQ,Two year,No,Credit card (automatic),25-48 Months,High,Q3,4313
6288-LBEAR,Month-to-month,Yes,Mailed check,13-24 Months,High,Q3,4314
4597-NUCQV,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4315
9019-QVLZD,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4316
8413-YNHNV,Two year,No,Mailed check,61-72 Months,Premium,Q4,4317
5808-TOTXO,One year,Yes,Credit card (automatic),0-12 Months,Low,Q1,4318
4369-NYSCF,One year,Yes,Bank transfer (automatic),49-60 Months,High,Q4,4319
6333-YDVLT,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4320
5324-KTGCG,One year,No,Electronic check,61-72 Months,Low,Q3,4321
5599-HVLTW,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,4322
7394-LWLYN,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4323
3707-LRWZD,One year,No,Electronic check,25-48 Months,High,Q3,4324
6873-UDNLD,Month-to-month,No,Electronic check,25-48 Months,Medium,Q3,4325
2700-LUEVA,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,4326
1455-ESIQH,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4327
0958-YHXGP,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,4328
1101-SSWAG,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4329
2979-SXESE,Month-to-month,No,Electronic check,13-24 Months,Premium,Q3,4330
4013-TLDHQ,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4331
5743-KHMNA,Two year,No,Bank transfer (automatic),61-72 Months,Low,Q3,4332
4194-FJARJ,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,4333
5325-UWTWJ,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,4334
3969-GYXEL,Month-to-month,No,Electronic check,0-12 Months,High,Q2,4335
9208-OLGAQ,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4336
3244-CQPHU,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4337
2674-MLXMN,Month-to-month,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4338
9708-HPXWZ,Month-to-month,No,Credit card (automatic),0-12 Months,Medium,Q1,4339
6992-TKNYO,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,4340
4468-YDOVK,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,4341
3754-DXMRT,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4342
5792-JALQC,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,4343
7130-VTEWQ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4344
2200-DSAAL,Two year,Yes,Electronic check,61-72 Months,High,Q4,4345
4302-ZYFEL,One year,Yes,Credit card (automatic),61-72 Months,Low,Q3,4346
9351-LZYGF,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,4347
4366-CTOUZ,Two year,Yes,Mailed check,49-60 Months,Premium,Q4,4348
6121-VZNQB,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4349
7903-CMPEY,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4350
1518-OMDIK,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,4351
6671-NGWON,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4352
0595-ITUDF,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4353
6996-KNSML,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4354
1955-IBMMB,Two year,Yes,Bank transfer (automatic),49-60 Months,Low,Q2,4355
0096-BXERS,Month-to-month,No,Electronic check,0-12 Months,Medium,Q1,4356
3806-YAZOV,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4357
7998-ZLXWN,Month-to-month,No,Credit card (automatic),13-24 Months,Low,Q1,4358
6253-WRFHY,One year,Yes,Electronic check,13-24 Months,Medium,Q2,4359
9133-AYJZG,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,4360
2675-OTVVJ,Month-to-month,No,Electronic check,25-48 Months,High,Q3,4361
8680-CGLTP,One year,Yes,Electronic check,25-48 Months,Medium,Q3,4362
8430-TWCBX,One year,No,Credit card (automatic),49-60 Months,Low,Q2,4363
5018-GWURO,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,High,Q4,4364
6741-QRLUP,Two year,Yes,Credit card (automatic),61-72 Months,High,Q4,4365
4737-HOBAX,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4366
0537-QYZZN,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4367
3340-QBBFM,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,4368
1704-NRWYE,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4369
2592-SEIFQ,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,4370
8200-KLNYW,One year,No,Mailed check,13-24 Months,High,Q3,4371
3372-CDXFJ,One year,No,Bank transfer (automatic),13-24 Months,Low,Q1,4372
4781-ZXYGU,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Low,Q1,4373
7632-YUTXB,One year,No,Mailed check,25-48 Months,Low,Q2,4374
2718-YSKCS,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q2,4375
9896-UYMIE,One year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4376
0853-NWIFK,One year,Yes,Electronic check,25-48 Months,Premium,Q4,4377
8212-CRQXP,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q3,4378
6980-CDGFC,One year,Yes,Bank transfer (automatic),61-72 Months,Low,Q2,4379
7691-XVTZH,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4380
2520-SGTTA,Two year,No,Mailed check,0-12 Months,Low,Q2,4381
7481-ATQQS,Month-to-month,Yes,Credit card (automatic),49-60 Months,Premium,Q4,4382
2277-VWCNI,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4383
1088-CNNKB,One year,No,Credit card (automatic),61-72 Months,High,Q4,4384
8642-GVWRF,Month-to-month,No,Bank transfer (automatic),0-12 Months,High,Q1,4385
1930-BZLHI,One year,Yes,Mailed check,13-24 Months,Low,Q2,4386
3400-ESFUW,Two year,No,Bank transfer (automatic),49-60 Months,Medium,Q3,4387
5868-YTYKS,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4388
3525-DVKFN,Two year,No,Mailed check,13-24 Months,Low,Q1,4389
1482-OXZSY,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,4390
0377-JBKKT,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,4391
5778-BVOFB,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q2,4392
3373-YZZYM,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4393
2057-ZBLPD,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4394
0228-MAUWC,Month-to-month,No,Electronic check,13-24 Months,Medium,Q2,4395
5502-RLUYV,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4396
0023-HGHWL,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,4397
7663-YJHSN,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4398
4915-BFSXL,Two year,No,Credit card (automatic),61-72 Months,Medium,Q4,4399
3086-RUCRN,Month-to-month,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4400
5215-LNLDJ,Month-to-month,Yes,Electronic check,0-12 Months,Low,Q1,4401
7576-JMYWV,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q4,4402
9039-RBEEE,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,4403
0257-KXZGU,Month-to-month,No,Bank transfer (automatic),25-48 Months,Medium,Q3,4404
1307-ATKGB,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4405
8417-FMLZI,Month-to-month,Yes,Credit card (automatic),0-12 Months,High,Q2,4406
3714-XPXBW,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,4407
1850-AKQEP,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4408
2824-DXNKN,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4409
5227-JSCFE,Two year,No,Credit card (automatic),61-72 Months,Medium,Q3,4410
0848-ZGQIJ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,4411
3621-CHYVB,Month-to-month,Yes,Bank transfer (automatic),49-60 Months,Medium,Q3,4412
8042-RNLKO,One year,No,Bank transfer (automatic),61-72 Months,Low,Q3,4413
1792-UXAFY,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4414
5372-FBKBN,Month-to-month,No,Mailed check,13-24 Months,Low,Q2,4415
0420-TXVSG,Two year,Yes,Credit card (automatic),61-72 Months,Medium,Q4,4416
6217-TOWGS,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,4417
0515-YPMCW,Month-to-month,Yes,Mailed check,0-12 Months,High,Q1,4418
0378-XSZPU,One year,No,Credit card (automatic),49-60 Months,Medium,Q3,4419
1045-LTCYT,Month-to-month,No,Credit card (automatic),0-12 Months,Low,Q1,4420
1544-JJMYL,One year,No,Credit card (automatic),25-48 Months,Medium,Q3,4421
4636-JGAAI,Month-to-month,No,Mailed check,25-48 Months,High,Q3,4422
6874-SGLHU,One year,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,4423
5951-AOFIH,Month-to-month,Yes,Credit card (automatic),25-48 Months,Medium,Q3,4424
4729-XKASR,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,4425
3059-NGMXB,Month-to-month,No,Mailed check,13-24 Months,Medium,Q2,4426
8652-YHIYU,One year,Yes,Credit card (automatic),13-24 Months,High,Q2,4427
5278-PNYOX,Two year,No,Credit card (automatic),49-60 Months,Premium,Q4,4428
5449-FIBXJ,Month-to-month,No,Electronic check,13-24 Months,Premium,Q3,4429
3486-HOOGQ,Two year,No,Bank transfer (automatic),61-72 Months,High,Q4,4430
5061-PBXFW,Month-to-month,No,Bank transfer (automatic),25-48 Months,Medium,Q3,4431
8630-FJLIB,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4432
3891-NLXJB,Two year,Yes,Mailed check,25-48 Months,Medium,Q2,4433
4749-OJKQU,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4434
0577-WHMEV,Month-to-month,No,Electronic check,13-24 Months,Premium,Q2,4435
5453-AXEPF,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,4436
3639-XJHKQ,Month-to-month,Yes,Electronic check,13-24 Months,Medium,Q2,4437
3716-LRGXK,Two year,No,Credit card (automatic),49-60 Months,Premium,Q4,4438
2263-SFSQZ,Two year,Yes,Mailed check,49-60 Months,Low,Q2,4439
9950-MTGYX,Two year,Yes,Credit card (automatic),25-48 Months,Low,Q2,4440
3397-AVTKU,Two year,Yes,Electronic check,25-48 Months,Medium,Q3,4441
4825-FUREZ,Two year,No,Electronic check,25-48 Months,Low,Q2,4442
9837-BMCLM,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4443
2672-OJQZP,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4444
0137-UDEUO,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4445
3134-DSHVC,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4446
6161-UUUTA,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4447
7821-DPRQE,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4448
6543-XRMYR,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4449
2001-EWBQU,Two year,No,Electronic check,49-60 Months,Premium,Q4,4450
4925-LMHOK,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,4451
1608-GMEWB,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q4,4452
6695-AMZUF,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4453
1455-UGQVH,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,4454
8410-BGQXN,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4455
8280-MQRQN,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4456
1619-YWUBB,Two year,Yes,Credit card (automatic),61-72 Months,Low,Q3,4457
7611-YKYTC,Month-to-month,No,Bank transfer (automatic),13-24 Months,High,Q3,4458
2037-SGXHH,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4459
3178-FESZO,Month-to-month,Yes,Credit card (automatic),0-12 Months,Premium,Q1,4460
0365-GXEZS,Month-to-month,No,Electronic check,13-24 Months,High,Q3,4461
0082-OQIQY,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4462
6087-MVHJH,Month-to-month,Yes,Electronic check,13-24 Months,High,Q3,4463
4603-JANFB,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4464
3018-TFTSU,Month-to-month,No,Bank transfer (automatic),0-12 Months,High,Q2,4465
3606-SBKRY,One year,Yes,Electronic check,25-48 Months,Medium,Q3,4466
4806-KEXQR,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4467
0667-NSRGI,One year,Yes,Mailed check,25-48 Months,Medium,Q3,4468
7083-YNSKY,Month-to-month,Yes,Credit card (automatic),13-24 Months,Low,Q1,4469
6893-ODYYE,One year,Yes,Credit card (automatic),49-60 Months,Premium,Q4,4470
8242-JSVBO,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,Medium,Q1,4471
2479-BRAMR,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,High,Q3,4472
9541-ZPSEA,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4473
2665-NPTGL,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Premium,Q3,4474
1139-WUOAH,Two year,No,Credit card (automatic),49-60 Months,Medium,Q3,4475
4693-VWVBO,Month-to-month,No,Electronic check,0-12 Months,Low,Q1,4476
7434-SHXLS,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4477
6937-GCDGQ,One year,Yes,Bank transfer (automatic),13-24 Months,Medium,Q2,4478
0988-JRWWP,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4479
5075-JSDKI,Two year,No,Electronic check,49-60 Months,Low,Q3,4480
7908-QCBCA,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q1,4481
8644-XYTSV,Month-to-month,Yes,Bank transfer (automatic),25-48 Months,Medium,Q3,4482
6711-FLDFB,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4483
3873-WOSBC,Two year,No,Credit card (automatic),61-72 Months,Low,Q3,4484
7465-ZZRVX,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4485
7975-JMZNT,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4486
7251-XFOIL,Month-to-month,No,Mailed check,61-72 Months,High,Q4,4487
4116-IQRFR,One year,No,Credit card (automatic),0-12 Months,Low,Q1,4488
3714-JTVOV,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q3,4489
8259-DZLIZ,One year,Yes,Bank transfer (automatic),61-72 Months,Medium,Q3,4490
0442-ZXKVS,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,4491
7853-WNZSY,Month-to-month,Yes,Credit card (automatic),0-12 Months,Low,Q1,4492
3120-FAZKD,Two year,Yes,Bank transfer (automatic),49-60 Months,Low,Q2,4493
8606-OEGQZ,Two year,No,Credit card (automatic),13-24 Months,Low,Q2,4494
0225-ZORZP,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4495
4702-IOQDC,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4496
9489-JMTTN,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4497
0575-CUQOV,One year,Yes,Electronic check,49-60 Months,Premium,Q4,4498
0967-BMLBD,One year,Yes,Mailed check,0-12 Months,Low,Q1,4499
6178-KFNHS,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4500
2830-LEWOA,One year,No,Credit card (automatic),61-72 Months,Premium,Q4,4501
5006-MXVRN,Two year,No,Credit card (automatic),25-48 Months,Low,Q2,4502
1264-BYWMS,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,4503
9658-WYUFB,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4504
8327-WKMIE,One year,No,Credit card (automatic),25-48 Months,Low,Q2,4505
6917-FIJHC,Two year,Yes,Mailed check,61-72 Months,Low,Q3,4506
5329-KRDTM,Two year,No,Credit card (automatic),61-72 Months,High,Q4,4507
7797-EJMDP,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q2,4508
3530-VWVGU,Month-to-month,No,Mailed check,13-24 Months,Low,Q1,4509
2013-SGDXK,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4510
6368-NWMCE,Month-to-month,No,Credit card (automatic),25-48 Months,Medium,Q3,4511
3633-CDBUW,One year,No,Electronic check,13-24 Months,High,Q3,4512
0707-HOVVN,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4513
8580-QVLOC,Two year,No,Credit card (automatic),61-72 Months,Premium,Q4,4514
3956-MGXOG,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4515
9274-UARKJ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,High,Q2,4516
4077-HWUYD,Two year,Yes,Bank transfer (automatic),61-72 Months,High,Q4,4517
2012-NWRPA,Month-to-month,Yes,Electronic check,0-12 Months,Premium,Q2,4518
8808-ELEHO,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4519
0103-CSITQ,One year,Yes,Bank transfer (automatic),49-60 Months,Premium,Q4,4520
3506-LCJDC,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,4521
8671-KKKOS,Month-to-month,No,Electronic check,25-48 Months,Medium,Q3,4522
7305-ZWMAJ,One year,No,Credit card (automatic),25-48 Months,Low,Q2,4523
9518-XXBXE,Month-to-month,No,Electronic check,0-12 Months,High,Q2,4524
3934-HXCFZ,Month-to-month,Yes,Electronic check,13-24 Months,Premium,Q3,4525
6578-KRMAW,Month-to-month,Yes,Credit card (automatic),25-48 Months,Premium,Q3,4526
4860-IJUDE,Month-to-month,Yes,Credit card (automatic),13-24 Months,High,Q2,4527
7666-WKRON,Two year,Yes,Electronic check,25-48 Months,High,Q3,4528
9688-YGXVR,Month-to-month,Yes,Credit card (automatic),25-48 Months,High,Q4,4529
0423-UDIJQ,Month-to-month,No,Mailed check,0-12 Months,Medium,Q2,4530
1945-XISKS,Two year,No,Mailed check,61-72 Months,Low,Q2,4531
4910-AQFFX,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,4532
2154-KVJFF,Month-to-month,Yes,Electronic check,13-24 Months,High,Q2,4533
5360-LJCNJ,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4534
2607-FBDFF,Month-to-month,No,Credit card (automatic),0-12 Months,Medium,Q1,4535
9647-ERGBE,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4536
3428-XZMAZ,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4537
1100-DDVRV,Month-to-month,Yes,Mailed check,13-24 Months,Medium,Q2,4538
0378-TOVMS,Month-to-month,No,Electronic check,0-12 Months,High,Q1,4539
4355-HBJHH,Two year,Yes,Electronic check,61-72 Months,High,Q4,4540
6728-WYQBC,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,4541
9058-CBREO,Month-to-month,No,Mailed check,0-12 Months,Medium,Q1,4542
9029-FEGVJ,Month-to-month,No,Mailed check,25-48 Months,High,Q3,4543
7216-KAOID,One year,No,Bank transfer (automatic),25-48 Months,Low,Q2,4544
0318-QUUOB,Month-to-month,Yes,Electronic check,0-12 Months,High,Q1,4545
6145-NNPNO,Month-to-month,No,Bank transfer (automatic),0-12 Months,Medium,Q1,4546
5520-FVEWJ,Month-to-month,Yes,Electronic check,0-12 Months,High,Q2,4547
5339-TJFEK,Month-to-month,Yes,Electronic check,61-72 Months,Premium,Q4,4548
5572-ZDXHY,Month-to-month,Yes,Mailed check,13-24 Months,High,Q3,4549
2074-GUHPQ,Month-to-month,Yes,Credit card (automatic),13-24 Months,Premium,Q3,4550
4625-XMOYM,Two year,Yes,Bank transfer (automatic),61-72 Months,Low,Q3,4551
5827-MWCZK,Month-to-month,Yes,Credit card (automatic),49-60 Months,Premium,Q4,4552
1385-TQOZW,Month-to-month,Yes,Credit card (automatic),0-12 Months,Low,Q1,4553
5914-XRFQB,Two year,Yes,Bank transfer (automatic),61-72 Months,Premium,Q4,4554
4329-YPDDQ,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Premium,Q3,4555
4804-NCPET,Two year,No,Mailed check,13-24 Months,Low,Q1,4556
3750-CKVKH,Month-to-month,Yes,Electronic check,0-12 Months,Medium,Q1,4557
5944-UGLLK,One year,No,Credit card (automatic),49-60 Months,Medium,Q3,4558
8063-GBATB,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4559
7787-BNTZM,Month-to-month,No,Bank transfer (automatic),0-12 Months,Low,Q1,4560
2252-ISRNH,One year,Yes,Electronic check,0-12 Months,Premium,Q2,4561
9415-TPKRV,Month-to-month,No,Electronic check,0-12 Months,Medium,Q2,4562
5322-TEUJK,Two year,No,Bank transfer (automatic),61-72 Months,Premium,Q4,4563
4547-KQRTM,Month-to-month,Yes,Bank transfer (automatic),0-12 Months,High,Q2,4564
4877-EVATK,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4565
1866-DIOQZ,One year,No,Bank transfer (automatic),61-72 Months,Medium,Q4,4566
8375-KVTHK,One year,Yes,Electronic check,61-72 Months,Premium,Q4,4567
2697-NQBPF,Month-to-month,Yes,Electronic check,25-48 Months,Premium,Q3,4568
3709-OIJEA,One year,Yes,Electronic check,25-48 Months,High,Q3,4569
7639-SUPCW,Month-to-month,Yes,Credit card (automatic),13-24 Months,Medium,Q2,4570
1386-ZIKUV,Month-to-month,Yes,Mailed check,0-12 Months,Low,Q1,4571
0599-XNYDO,Month-to-month,Yes,Bank transfer (automatic),13-24 Months,Medium,Q3,4572
6377-WHAOX,Month-to-month,Yes,Electronic check,49-60 Months,Premium,Q4,4573
6855-VLGOS,Two year,No,Electronic check,61-72 Months,Low,Q3,4574
8999-XXGNS,One year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4575
8746-OQQRW,Month-to-month,No,Mailed check,0-12 Months,Low,Q1,4576
3181-MIZBN,Month-to-month,No,Electronic check,13-24 Months,Low,Q1,4577
0471-ARVMX,One year,Yes,Electronic check,61-72 Months,Premium,Q4,4578
7766-CLTIC,Month-to-month,Yes,Mailed check,0-12 Months,Medium,Q2,4579
5650-YLIBA,Month-to-month,Yes,Electronic check,25-48 Months,High,Q3,4580
0825-CPPQH,Two year,No,Credit card (automatic),61-72 Months,Low,Q2,4581
9084-OAYKL,Two year,No,Mailed check,49-60 Months,Low,Q2,4582
6122-LJADA,Two year,Yes,Credit card (automatic),61-72 Months,Premium,Q4,4583
2400-XIWIO,Two year,No,Electronic check,61-72 Months,Premium,Q4,4584
